time	V(output2)	V(vin2)
4.215956253450264e-001	-1.572018e-001	-1.568087e-001
4.216293557377986e-001	-1.571438e-001	-1.567413e-001
4.216377883359916e-001	-1.571295e-001	-1.567244e-001
4.216546535323777e-001	-1.571011e-001	-1.566907e-001
4.216667084831857e-001	-1.570809e-001	-1.566666e-001
4.216697222208877e-001	-1.570758e-001	-1.566606e-001
4.216757496962917e-001	-1.570657e-001	-1.566485e-001
4.216845275229476e-001	-1.570510e-001	-1.566309e-001
4.216858886789830e-001	-1.570488e-001	-1.566282e-001
4.216886109910538e-001	-1.570442e-001	-1.566228e-001
4.216940556151953e-001	-1.570351e-001	-1.566119e-001
4.217031114495179e-001	-1.570200e-001	-1.565938e-001
4.217125501144913e-001	-1.570043e-001	-1.565749e-001
4.217314274444381e-001	-1.569728e-001	-1.565371e-001
4.217604320177052e-001	-1.569244e-001	-1.564791e-001
4.218033697959929e-001	-1.568521e-001	-1.563933e-001
4.218245312086812e-001	-1.568160e-001	-1.563509e-001
4.218251925028277e-001	-1.568149e-001	-1.563496e-001
4.218265150911207e-001	-1.568126e-001	-1.563470e-001
4.218291602677067e-001	-1.568080e-001	-1.563417e-001
4.218344506208788e-001	-1.567988e-001	-1.563311e-001
4.218448178841846e-001	-1.567805e-001	-1.563104e-001
4.218577180192505e-001	-1.567576e-001	-1.562846e-001
4.218740217255641e-001	-1.567281e-001	-1.562520e-001
4.219066291381912e-001	-1.566678e-001	-1.561867e-001
4.219486737590056e-001	-1.565882e-001	-1.561027e-001
4.219981886787268e-001	-1.564931e-001	-1.560036e-001
4.220574111994504e-001	-1.563790e-001	-1.558852e-001
4.221397585206262e-001	-1.562187e-001	-1.557205e-001
4.222383544334868e-001	-1.560200e-001	-1.555233e-001
4.223338261618666e-001	-1.558198e-001	-1.553323e-001
4.223472351729143e-001	-1.557908e-001	-1.553055e-001
4.223740531950097e-001	-1.557318e-001	-1.552519e-001
4.223807577005336e-001	-1.557170e-001	-1.552385e-001
4.223941667115813e-001	-1.556872e-001	-1.552117e-001
4.224209847336767e-001	-1.556269e-001	-1.551580e-001
4.224746207778675e-001	-1.555048e-001	-1.550508e-001
4.224837987032298e-001	-1.554835e-001	-1.550324e-001
4.225021545539544e-001	-1.554405e-001	-1.549957e-001
4.225388662554037e-001	-1.553541e-001	-1.549223e-001
4.225866151796758e-001	-1.552422e-001	-1.548268e-001
4.226308140155256e-001	-1.551403e-001	-1.547384e-001
4.226773781595543e-001	-1.550350e-001	-1.546452e-001
4.227157643762025e-001	-1.549496e-001	-1.545685e-001
4.227253609303646e-001	-1.549286e-001	-1.545493e-001
4.227445540386887e-001	-1.548870e-001	-1.545109e-001
4.227700891924510e-001	-1.548321e-001	-1.544598e-001
4.227851781707301e-001	-1.547998e-001	-1.544296e-001
4.227885371037796e-001	-1.547927e-001	-1.544229e-001
4.227952549698786e-001	-1.547785e-001	-1.544095e-001
4.228067714406798e-001	-1.547542e-001	-1.543865e-001
4.228203697411486e-001	-1.547257e-001	-1.543593e-001
4.228354531480999e-001	-1.546943e-001	-1.543291e-001
4.228656199620025e-001	-1.546318e-001	-1.542688e-001
4.229053814018350e-001	-1.545500e-001	-1.541892e-001
4.229527552407367e-001	-1.544528e-001	-1.540945e-001
4.230097301731821e-001	-1.543363e-001	-1.539805e-001
4.230887805987528e-001	-1.541764e-001	-1.538224e-001
4.231621065052407e-001	-1.540313e-001	-1.536758e-001
4.231965303781601e-001	-1.539651e-001	-1.536069e-001
4.232051363463900e-001	-1.539489e-001	-1.535897e-001
4.232223482828497e-001	-1.539172e-001	-1.535553e-001
4.232512676036027e-001	-1.538644e-001	-1.534975e-001
4.232669427671077e-001	-1.538362e-001	-1.534661e-001
4.232818295777346e-001	-1.538097e-001	-1.534363e-001
4.232972096512864e-001	-1.537827e-001	-1.534056e-001
4.233161373710664e-001	-1.537496e-001	-1.533677e-001
4.233366819180206e-001	-1.537142e-001	-1.533266e-001
4.233777710119290e-001	-1.536441e-001	-1.532445e-001
4.234193839647100e-001	-1.535740e-001	-1.531612e-001
4.234784034339902e-001	-1.534751e-001	-1.530432e-001
4.235471741003172e-001	-1.533590e-001	-1.529057e-001
4.236098548038791e-001	-1.532515e-001	-1.527803e-001
4.236512150519353e-001	-1.531797e-001	-1.526976e-001
4.237088548567277e-001	-1.530795e-001	-1.525823e-001
4.237970526509872e-001	-1.529274e-001	-1.524059e-001
4.238873727409601e-001	-1.527733e-001	-1.522253e-001
4.238994619633149e-001	-1.527530e-001	-1.522011e-001
4.239236404080244e-001	-1.527125e-001	-1.521527e-001
4.239719972974436e-001	-1.526318e-001	-1.520560e-001
4.239777146731629e-001	-1.526223e-001	-1.520446e-001
4.239891494246016e-001	-1.526033e-001	-1.520217e-001
4.239906197380966e-001	-1.526008e-001	-1.520188e-001
4.239935603650866e-001	-1.525959e-001	-1.520129e-001
4.239994416190666e-001	-1.525861e-001	-1.520011e-001
4.240112041270265e-001	-1.525665e-001	-1.519776e-001
4.240219818599209e-001	-1.525484e-001	-1.519560e-001
4.240394192627316e-001	-1.525189e-001	-1.519212e-001
4.240576477737768e-001	-1.524876e-001	-1.518847e-001
4.240917292329869e-001	-1.524274e-001	-1.518165e-001
4.241367154064309e-001	-1.523453e-001	-1.517266e-001
4.241882643172262e-001	-1.522474e-001	-1.516235e-001
4.242539528151266e-001	-1.521171e-001	-1.514921e-001
4.243111732855664e-001	-1.519991e-001	-1.513776e-001
4.243202973496452e-001	-1.519795e-001	-1.513594e-001
4.243385454778029e-001	-1.519393e-001	-1.513229e-001
4.243647459250092e-001	-1.518806e-001	-1.512705e-001
4.243799146796137e-001	-1.518461e-001	-1.512402e-001
4.243823924914371e-001	-1.518404e-001	-1.512352e-001
4.243873481150840e-001	-1.518289e-001	-1.512253e-001
4.243972593623778e-001	-1.518058e-001	-1.512055e-001
4.244093639841678e-001	-1.517774e-001	-1.511813e-001
4.244227406727962e-001	-1.517457e-001	-1.511545e-001
4.244494940500528e-001	-1.516812e-001	-1.511010e-001
4.244870199594783e-001	-1.515891e-001	-1.510260e-001
4.245323837137163e-001	-1.514758e-001	-1.509352e-001
4.245860037125223e-001	-1.513398e-001	-1.508280e-001
4.246578122330123e-001	-1.511565e-001	-1.506844e-001
4.246710614802157e-001	-1.511228e-001	-1.506579e-001
4.246975599746226e-001	-1.510567e-001	-1.506049e-001
4.247382016930676e-001	-1.509588e-001	-1.505236e-001
4.247790715647059e-001	-1.508655e-001	-1.504419e-001
4.248221368456006e-001	-1.507744e-001	-1.503557e-001
4.249082674073900e-001	-1.506067e-001	-1.501835e-001
4.249908628175265e-001	-1.504571e-001	-1.500183e-001
4.250488759841538e-001	-1.503573e-001	-1.499023e-001
4.250569310404949e-001	-1.503437e-001	-1.498861e-001
4.250730411531771e-001	-1.503169e-001	-1.498539e-001
4.251016118960758e-001	-1.502692e-001	-1.497968e-001
4.251055495534128e-001	-1.502627e-001	-1.497889e-001
4.251134248680868e-001	-1.502495e-001	-1.497732e-001
4.251153936967553e-001	-1.502462e-001	-1.497692e-001
4.251193313540924e-001	-1.502397e-001	-1.497613e-001
4.251272066687664e-001	-1.502265e-001	-1.497456e-001
4.251285948252240e-001	-1.502242e-001	-1.497428e-001
4.251289418643384e-001	-1.502236e-001	-1.497421e-001
4.251296359425672e-001	-1.502224e-001	-1.497407e-001
4.251310240990248e-001	-1.502201e-001	-1.497380e-001
4.251338004119401e-001	-1.502155e-001	-1.497324e-001
4.251393530377707e-001	-1.502061e-001	-1.497213e-001
4.251504582894318e-001	-1.501873e-001	-1.496991e-001
4.251726687927541e-001	-1.501490e-001	-1.496547e-001
4.252099730471013e-001	-1.500829e-001	-1.495800e-001
4.252525003714155e-001	-1.500050e-001	-1.494950e-001
4.253047775846681e-001	-1.499056e-001	-1.493904e-001
4.253683378607254e-001	-1.497814e-001	-1.492633e-001
4.254640067333087e-001	-1.495946e-001	-1.490720e-001
4.255543770935106e-001	-1.494247e-001	-1.488912e-001
4.256523822225584e-001	-1.492506e-001	-1.486952e-001
4.257492943176610e-001	-1.490853e-001	-1.485014e-001
4.257644384274737e-001	-1.490600e-001	-1.484711e-001
4.257947266470991e-001	-1.490098e-001	-1.484105e-001
4.258406597280683e-001	-1.489339e-001	-1.483187e-001
4.258521429983107e-001	-1.489148e-001	-1.482957e-001
4.258751095387953e-001	-1.488762e-001	-1.482498e-001
4.259150272151385e-001	-1.488076e-001	-1.481699e-001
4.259586876396965e-001	-1.487300e-001	-1.480826e-001
4.259993084168299e-001	-1.486547e-001	-1.480014e-001
4.260689672870963e-001	-1.485216e-001	-1.478621e-001
4.260787578962993e-001	-1.485024e-001	-1.478425e-001
4.260983391147055e-001	-1.484635e-001	-1.478033e-001
4.261315272209065e-001	-1.483972e-001	-1.477370e-001
4.261362033802703e-001	-1.483878e-001	-1.477276e-001
4.261455556989980e-001	-1.483689e-001	-1.477089e-001
4.261551883157603e-001	-1.483494e-001	-1.476896e-001
4.261665631335302e-001	-1.483264e-001	-1.476669e-001
4.261780638453497e-001	-1.483030e-001	-1.476439e-001
4.261938562765028e-001	-1.482709e-001	-1.476123e-001
4.262108540945376e-001	-1.482363e-001	-1.475783e-001
4.262448497306071e-001	-1.481671e-001	-1.475103e-001
4.262863152099131e-001	-1.480826e-001	-1.474274e-001
4.263371983853832e-001	-1.479790e-001	-1.473256e-001
4.263986343744186e-001	-1.478544e-001	-1.472027e-001
4.264889103898783e-001	-1.476730e-001	-1.470222e-001
4.264990816408713e-001	-1.476529e-001	-1.470018e-001
4.265194241428573e-001	-1.476135e-001	-1.469612e-001
4.265516243785063e-001	-1.475519e-001	-1.468967e-001
4.265564127666279e-001	-1.475429e-001	-1.468872e-001
4.265659895428710e-001	-1.475250e-001	-1.468680e-001
4.265756803974649e-001	-1.475070e-001	-1.468486e-001
4.265870439587643e-001	-1.474860e-001	-1.468259e-001
4.265985616386798e-001	-1.474650e-001	-1.468029e-001
4.266143118738350e-001	-1.474365e-001	-1.467714e-001
4.266312815643046e-001	-1.474062e-001	-1.467374e-001
4.266652209452437e-001	-1.473466e-001	-1.466696e-001
4.267065008529552e-001	-1.472753e-001	-1.465870e-001
4.267573153648370e-001	-1.471892e-001	-1.464854e-001
4.268185973707637e-001	-1.470870e-001	-1.463628e-001
4.268834423058932e-001	-1.469801e-001	-1.462331e-001
4.268952783255084e-001	-1.469608e-001	-1.462094e-001
4.269189503647387e-001	-1.469224e-001	-1.461621e-001
4.269604777698422e-001	-1.468551e-001	-1.460790e-001
4.270054851603123e-001	-1.467818e-001	-1.459890e-001
4.270486076827279e-001	-1.467110e-001	-1.459028e-001
4.271348527275591e-001	-1.465683e-001	-1.457303e-001
4.272209327344134e-001	-1.464254e-001	-1.455581e-001
4.273010693412241e-001	-1.462920e-001	-1.453979e-001
4.273132320431902e-001	-1.462718e-001	-1.453735e-001
4.273162727186817e-001	-1.462667e-001	-1.453675e-001
4.273223540696647e-001	-1.462565e-001	-1.453553e-001
4.273345167716308e-001	-1.462361e-001	-1.453310e-001
4.273588421755630e-001	-1.461946e-001	-1.452823e-001
4.273838077355940e-001	-1.461509e-001	-1.452324e-001
4.274337388556560e-001	-1.460603e-001	-1.451325e-001
4.275078888495451e-001	-1.459200e-001	-1.449842e-001
4.275781562881055e-001	-1.457828e-001	-1.448437e-001
4.275891351835723e-001	-1.457610e-001	-1.448217e-001
4.276110929745060e-001	-1.457167e-001	-1.447778e-001
4.276550085563731e-001	-1.456278e-001	-1.446900e-001
4.277006952867830e-001	-1.455352e-001	-1.445986e-001
4.277214307432867e-001	-1.454931e-001	-1.445571e-001
4.277247674973482e-001	-1.454863e-001	-1.445505e-001
4.277314410054714e-001	-1.454727e-001	-1.445371e-001
4.277447880217177e-001	-1.454456e-001	-1.445104e-001
4.277608376097070e-001	-1.454130e-001	-1.444783e-001
4.277781897098681e-001	-1.453778e-001	-1.444436e-001
4.278056663486681e-001	-1.453220e-001	-1.443887e-001
4.278481199582425e-001	-1.452358e-001	-1.443038e-001
4.278689225252404e-001	-1.451936e-001	-1.442621e-001
4.278741231669899e-001	-1.451830e-001	-1.442517e-001
4.278845244504888e-001	-1.451619e-001	-1.442309e-001
4.278860958502252e-001	-1.451587e-001	-1.442278e-001
4.278892386496980e-001	-1.451523e-001	-1.442215e-001
4.278955242486436e-001	-1.451395e-001	-1.442090e-001
4.279066483778796e-001	-1.451170e-001	-1.441867e-001
4.279180709616411e-001	-1.450938e-001	-1.441639e-001
4.279409161291642e-001	-1.450474e-001	-1.441182e-001
4.279765815663152e-001	-1.449751e-001	-1.440468e-001
4.280226784815587e-001	-1.448823e-001	-1.439546e-001
4.280738771166456e-001	-1.447812e-001	-1.438522e-001
4.281402086435798e-001	-1.446532e-001	-1.437196e-001
4.282327168237877e-001	-1.444753e-001	-1.435346e-001
4.283348001880769e-001	-1.442740e-001	-1.433304e-001
4.284269678390861e-001	-1.440870e-001	-1.431461e-001
4.284391920357674e-001	-1.440617e-001	-1.431216e-001
4.284636404291300e-001	-1.440104e-001	-1.430727e-001
4.284697525274706e-001	-1.439975e-001	-1.430605e-001
4.284819767241519e-001	-1.439715e-001	-1.430361e-001
4.285064251175145e-001	-1.439191e-001	-1.429871e-001
4.285110705748060e-001	-1.439091e-001	-1.429779e-001
4.285203614893892e-001	-1.438888e-001	-1.429593e-001
4.285389433185554e-001	-1.438479e-001	-1.429221e-001
4.285411724286843e-001	-1.438429e-001	-1.429176e-001
4.285456306489420e-001	-1.438330e-001	-1.429087e-001
4.285545470894575e-001	-1.438130e-001	-1.428909e-001
4.285700516151824e-001	-1.437782e-001	-1.428599e-001
4.285860286684574e-001	-1.437421e-001	-1.428279e-001
4.286143105435317e-001	-1.436784e-001	-1.427714e-001
4.286437140015092e-001	-1.436125e-001	-1.427126e-001
4.286971004038535e-001	-1.434942e-001	-1.426058e-001
4.287463074880715e-001	-1.433873e-001	-1.425074e-001
4.288307321265495e-001	-1.432102e-001	-1.423385e-001
4.289248958482558e-001	-1.430234e-001	-1.421502e-001
4.290108030644771e-001	-1.428643e-001	-1.419784e-001
4.290954646754954e-001	-1.427165e-001	-1.418091e-001
4.291846643461519e-001	-1.425661e-001	-1.416307e-001
4.292650501464065e-001	-1.424314e-001	-1.414699e-001
4.293654222213719e-001	-1.422586e-001	-1.412692e-001
4.294408289282257e-001	-1.421233e-001	-1.411183e-001
4.294518531509069e-001	-1.421027e-001	-1.410963e-001
4.294739015962693e-001	-1.420605e-001	-1.410522e-001
4.295076515638120e-001	-1.419951e-001	-1.409847e-001
4.295127727451897e-001	-1.419851e-001	-1.409744e-001
4.295230151079452e-001	-1.419649e-001	-1.409540e-001
4.295329874808200e-001	-1.419452e-001	-1.409340e-001
4.295440890089805e-001	-1.419231e-001	-1.409118e-001
4.295557728891135e-001	-1.418998e-001	-1.408885e-001
4.295715780549070e-001	-1.418681e-001	-1.408568e-001
4.295887413871422e-001	-1.418335e-001	-1.408225e-001
4.296230680516124e-001	-1.417641e-001	-1.407539e-001
4.296634977596612e-001	-1.416821e-001	-1.406730e-001
4.297144684601219e-001	-1.415787e-001	-1.405711e-001
4.297742659408546e-001	-1.414573e-001	-1.404515e-001
4.297854128982400e-001	-1.414347e-001	-1.404292e-001
4.298077068130108e-001	-1.413895e-001	-1.403846e-001
4.298447786815454e-001	-1.413150e-001	-1.403104e-001
4.298621417740543e-001	-1.412804e-001	-1.402757e-001
4.298769373246262e-001	-1.412513e-001	-1.402461e-001
4.298907511034249e-001	-1.412244e-001	-1.402185e-001
4.299047828111755e-001	-1.411973e-001	-1.401904e-001
4.299226081616673e-001	-1.411634e-001	-1.401548e-001
4.299419817571721e-001	-1.411271e-001	-1.401160e-001
4.299807289481817e-001	-1.410561e-001	-1.400385e-001
4.300221768187777e-001	-1.409820e-001	-1.399556e-001
4.300783150786154e-001	-1.408845e-001	-1.398434e-001
4.301443584492431e-001	-1.407738e-001	-1.397113e-001
4.302504895887050e-001	-1.406035e-001	-1.394990e-001
4.303440287930418e-001	-1.404589e-001	-1.393119e-001
4.303552830089791e-001	-1.404418e-001	-1.392894e-001
4.303777914408538e-001	-1.404076e-001	-1.392444e-001
4.304228083046032e-001	-1.403384e-001	-1.391544e-001
4.304278865707789e-001	-1.403306e-001	-1.391442e-001
4.304380431031303e-001	-1.403147e-001	-1.391239e-001
4.304505347233692e-001	-1.402951e-001	-1.390989e-001
4.304630998796126e-001	-1.402752e-001	-1.390738e-001
4.304817666482876e-001	-1.402455e-001	-1.390365e-001
4.305016170600161e-001	-1.402137e-001	-1.389968e-001
4.305413178834731e-001	-1.401494e-001	-1.389174e-001
4.305849403935177e-001	-1.400782e-001	-1.388301e-001
4.305920602816745e-001	-1.400665e-001	-1.388159e-001
4.306063000579880e-001	-1.400429e-001	-1.387874e-001
4.306347796106149e-001	-1.399952e-001	-1.387304e-001
4.306687465578665e-001	-1.399366e-001	-1.386625e-001
4.307031629764201e-001	-1.398737e-001	-1.385937e-001
4.307447236855995e-001	-1.397898e-001	-1.385106e-001
4.308260878047409e-001	-1.396051e-001	-1.383478e-001
4.309150898744717e-001	-1.393811e-001	-1.381698e-001
4.309847480216197e-001	-1.391935e-001	-1.380305e-001
4.309943709989014e-001	-1.391667e-001	-1.380113e-001
4.310136169534649e-001	-1.391124e-001	-1.379728e-001
4.310459803082595e-001	-1.390208e-001	-1.379080e-001
4.310623821078314e-001	-1.389743e-001	-1.378752e-001
4.310664825577243e-001	-1.389626e-001	-1.378670e-001
4.310746834575103e-001	-1.389393e-001	-1.378506e-001
4.310863949924760e-001	-1.389060e-001	-1.378272e-001
4.311008157404939e-001	-1.388651e-001	-1.377984e-001
4.311167627768769e-001	-1.388203e-001	-1.377665e-001
4.311486568496431e-001	-1.387324e-001	-1.377027e-001
4.311830192713809e-001	-1.386405e-001	-1.376340e-001
4.312190930467345e-001	-1.385484e-001	-1.375618e-001
4.312797979148884e-001	-1.384019e-001	-1.374404e-001
4.313505990276537e-001	-1.382390e-001	-1.372988e-001
4.313629278840356e-001	-1.382119e-001	-1.372741e-001
4.313875855967995e-001	-1.381594e-001	-1.372248e-001
4.314036690236542e-001	-1.381258e-001	-1.371927e-001
4.314191902646334e-001	-1.380939e-001	-1.371616e-001
4.314196753034140e-001	-1.380929e-001	-1.371606e-001
4.314206453809752e-001	-1.380909e-001	-1.371587e-001
4.314225855360976e-001	-1.380870e-001	-1.371548e-001
4.314264658463424e-001	-1.380792e-001	-1.371471e-001
4.314342264668319e-001	-1.380638e-001	-1.371315e-001
4.314470493753681e-001	-1.380385e-001	-1.371059e-001
4.314599633157776e-001	-1.380134e-001	-1.370801e-001
4.314857911965967e-001	-1.379645e-001	-1.370284e-001
4.315254077263737e-001	-1.378915e-001	-1.369492e-001
4.315716886171407e-001	-1.378089e-001	-1.368566e-001
4.316270581044788e-001	-1.377120e-001	-1.367459e-001
4.316979210589151e-001	-1.375879e-001	-1.366042e-001
4.317111572888591e-001	-1.375641e-001	-1.365777e-001
4.317376297487470e-001	-1.375145e-001	-1.365247e-001
4.317905746685229e-001	-1.374117e-001	-1.364188e-001
4.317986997872239e-001	-1.373954e-001	-1.364026e-001
4.318007310668991e-001	-1.373912e-001	-1.363985e-001
4.318047936262496e-001	-1.373828e-001	-1.363904e-001
4.318129187449505e-001	-1.373658e-001	-1.363742e-001
4.318291689823524e-001	-1.373310e-001	-1.363417e-001
4.318616694571561e-001	-1.372589e-001	-1.362767e-001
4.318927624516301e-001	-1.371865e-001	-1.362145e-001
4.319339734144982e-001	-1.370866e-001	-1.361320e-001
4.319416698108098e-001	-1.370674e-001	-1.361167e-001
4.319570626034330e-001	-1.370281e-001	-1.360859e-001
4.319686174127466e-001	-1.369983e-001	-1.360628e-001
4.319715061150750e-001	-1.369908e-001	-1.360570e-001
4.319772835197319e-001	-1.369757e-001	-1.360454e-001
4.319863798234795e-001	-1.369518e-001	-1.360272e-001
4.319953692991757e-001	-1.369281e-001	-1.360093e-001
4.320094289439770e-001	-1.368906e-001	-1.359811e-001
4.320242006974567e-001	-1.368509e-001	-1.359516e-001
4.320537442044162e-001	-1.367709e-001	-1.358925e-001
4.320588595031683e-001	-1.367569e-001	-1.358823e-001
4.320690901006724e-001	-1.367290e-001	-1.358618e-001
4.320895512956807e-001	-1.366732e-001	-1.358209e-001
4.321304736856974e-001	-1.365629e-001	-1.357391e-001
4.321697079989860e-001	-1.364602e-001	-1.356606e-001
4.322189579757609e-001	-1.363370e-001	-1.355621e-001
4.322652075759849e-001	-1.362287e-001	-1.354696e-001
4.323577067764329e-001	-1.360306e-001	-1.352846e-001
4.324507771268414e-001	-1.358498e-001	-1.350984e-001
4.325381471174714e-001	-1.356941e-001	-1.349237e-001
4.326188919627810e-001	-1.355566e-001	-1.347622e-001
4.326299971093642e-001	-1.355380e-001	-1.347400e-001
4.326522074025307e-001	-1.355010e-001	-1.346956e-001
4.326966279888636e-001	-1.354272e-001	-1.346067e-001
4.327077331354469e-001	-1.354087e-001	-1.345845e-001
4.327105094220927e-001	-1.354041e-001	-1.345790e-001
4.327160619953843e-001	-1.353948e-001	-1.345679e-001
4.327271671419675e-001	-1.353762e-001	-1.345457e-001
4.327493774351340e-001	-1.353384e-001	-1.345012e-001
4.327779875537434e-001	-1.352888e-001	-1.344440e-001
4.328123776306934e-001	-1.352272e-001	-1.343752e-001
4.328649534965342e-001	-1.351304e-001	-1.342701e-001
4.328732160266336e-001	-1.351148e-001	-1.342536e-001
4.328897410868325e-001	-1.350832e-001	-1.342205e-001
4.328938723518823e-001	-1.350753e-001	-1.342123e-001
4.329021348819817e-001	-1.350593e-001	-1.341957e-001
4.329186599421806e-001	-1.350271e-001	-1.341627e-001
4.329212694412637e-001	-1.350220e-001	-1.341575e-001
4.329264884394299e-001	-1.350117e-001	-1.341470e-001
4.329369264357623e-001	-1.349912e-001	-1.341261e-001
4.329494175083948e-001	-1.349664e-001	-1.341012e-001
4.329632996051550e-001	-1.349388e-001	-1.340734e-001
4.329910637986754e-001	-1.348831e-001	-1.340179e-001
4.330289776038895e-001	-1.348065e-001	-1.339420e-001
4.330749368905008e-001	-1.347131e-001	-1.338501e-001
4.331291484123220e-001	-1.346028e-001	-1.337417e-001
4.331378860191468e-001	-1.345851e-001	-1.337242e-001
4.331553612327964e-001	-1.345495e-001	-1.336893e-001
4.331674871131509e-001	-1.345248e-001	-1.336650e-001
4.331705185832395e-001	-1.345186e-001	-1.336590e-001
4.331765815234168e-001	-1.345063e-001	-1.336468e-001
4.331780972584611e-001	-1.345032e-001	-1.336438e-001
4.331811287285497e-001	-1.344970e-001	-1.336377e-001
4.331818865960718e-001	-1.344955e-001	-1.336362e-001
4.331834023311161e-001	-1.344924e-001	-1.336332e-001
4.331864338012048e-001	-1.344863e-001	-1.336271e-001
4.331923273695835e-001	-1.344743e-001	-1.336153e-001
4.332018740352216e-001	-1.344549e-001	-1.335963e-001
4.332119266140254e-001	-1.344346e-001	-1.335761e-001
4.332320317716330e-001	-1.343943e-001	-1.335359e-001
4.332610128625559e-001	-1.343371e-001	-1.334780e-001
4.333049198942304e-001	-1.342525e-001	-1.333902e-001
4.333498896083496e-001	-1.341685e-001	-1.333002e-001
4.334114217881254e-001	-1.340568e-001	-1.331772e-001
4.334211930243652e-001	-1.340394e-001	-1.331576e-001
4.334407354968450e-001	-1.340055e-001	-1.331185e-001
4.334798204418044e-001	-1.339383e-001	-1.330404e-001
4.334846942000704e-001	-1.339301e-001	-1.330306e-001
4.334944417166024e-001	-1.339138e-001	-1.330111e-001
4.335066206262407e-001	-1.338936e-001	-1.329868e-001
4.335188887494065e-001	-1.338736e-001	-1.329622e-001
4.335371945981233e-001	-1.338442e-001	-1.329256e-001
4.335566497470653e-001	-1.338137e-001	-1.328867e-001
4.335955600449492e-001	-1.337545e-001	-1.328089e-001
4.336391636176425e-001	-1.336900e-001	-1.327217e-001
4.336461727411978e-001	-1.336798e-001	-1.327077e-001
4.336601909883082e-001	-1.336598e-001	-1.326796e-001
4.336636955500858e-001	-1.336548e-001	-1.326726e-001
4.336645716905302e-001	-1.336536e-001	-1.326708e-001
4.336663239714191e-001	-1.336511e-001	-1.326673e-001
4.336698285331967e-001	-1.336461e-001	-1.326603e-001
4.336768376567519e-001	-1.336362e-001	-1.326463e-001
4.336908559038624e-001	-1.336162e-001	-1.326183e-001
4.337188923980833e-001	-1.335754e-001	-1.325622e-001
4.337646045338116e-001	-1.335047e-001	-1.324708e-001
4.338336785359076e-001	-1.333866e-001	-1.323326e-001
4.339046150958557e-001	-1.332538e-001	-1.321908e-001
4.339143966206135e-001	-1.332342e-001	-1.321712e-001
4.339168420018030e-001	-1.332291e-001	-1.321663e-001
4.339217327641820e-001	-1.332189e-001	-1.321565e-001
4.339315142889399e-001	-1.331981e-001	-1.321370e-001
4.339510773384557e-001	-1.331556e-001	-1.320978e-001
4.339791342171576e-001	-1.330926e-001	-1.320417e-001
4.340097778092473e-001	-1.330206e-001	-1.319804e-001
4.340674171528715e-001	-1.328799e-001	-1.318652e-001
4.340800942192050e-001	-1.328480e-001	-1.318398e-001
4.341054483518719e-001	-1.327826e-001	-1.317891e-001
4.341561566172057e-001	-1.326509e-001	-1.316877e-001
4.342392140076695e-001	-1.324375e-001	-1.315216e-001
4.343001727898989e-001	-1.322864e-001	-1.313997e-001
4.343511013984948e-001	-1.321653e-001	-1.312978e-001
4.343583057619526e-001	-1.321487e-001	-1.312834e-001
4.343727144888680e-001	-1.321163e-001	-1.312546e-001
4.344015319426989e-001	-1.320520e-001	-1.311969e-001
4.344049008666066e-001	-1.320446e-001	-1.311902e-001
4.344116387144218e-001	-1.320298e-001	-1.311767e-001
4.344212586707091e-001	-1.320089e-001	-1.311575e-001
4.344307429349903e-001	-1.319884e-001	-1.311385e-001
4.344452361625737e-001	-1.319572e-001	-1.311095e-001
4.344605278650983e-001	-1.319247e-001	-1.310789e-001
4.344911112701475e-001	-1.318604e-001	-1.310178e-001
4.345322629811365e-001	-1.317750e-001	-1.309355e-001
4.345800011057092e-001	-1.316769e-001	-1.308400e-001
4.346391830193616e-001	-1.315564e-001	-1.307216e-001
4.347209586835304e-001	-1.313929e-001	-1.305581e-001
4.348208081786295e-001	-1.312010e-001	-1.303584e-001
4.349250860616730e-001	-1.310120e-001	-1.301498e-001
4.350412880564559e-001	-1.308116e-001	-1.299174e-001
4.351397570859684e-001	-1.306457e-001	-1.297205e-001
4.351485678675111e-001	-1.306309e-001	-1.297029e-001
4.351661894305965e-001	-1.306009e-001	-1.296676e-001
4.352014325567674e-001	-1.305394e-001	-1.295971e-001
4.352569350034062e-001	-1.304391e-001	-1.294861e-001
4.353142583482914e-001	-1.303320e-001	-1.293715e-001
4.353252123894305e-001	-1.303110e-001	-1.293496e-001
4.353471204717087e-001	-1.302684e-001	-1.293058e-001
4.353525974922783e-001	-1.302576e-001	-1.292948e-001
4.353635515334174e-001	-1.302360e-001	-1.292729e-001
4.353854596156956e-001	-1.301926e-001	-1.292291e-001
4.353887582596994e-001	-1.301860e-001	-1.292225e-001
4.353953555477069e-001	-1.301729e-001	-1.292093e-001
4.353965148507822e-001	-1.301706e-001	-1.292070e-001
4.353968046765510e-001	-1.301700e-001	-1.292064e-001
4.353985436311640e-001	-1.301665e-001	-1.292029e-001
4.354008622373147e-001	-1.301619e-001	-1.291983e-001
4.354054994496160e-001	-1.301526e-001	-1.291890e-001
4.354124666929176e-001	-1.301386e-001	-1.291751e-001
4.354264011795207e-001	-1.301105e-001	-1.291472e-001
4.354476088355357e-001	-1.300677e-001	-1.291048e-001
4.354807190779055e-001	-1.300006e-001	-1.290386e-001
4.355228344604537e-001	-1.299152e-001	-1.289543e-001
4.355718864010401e-001	-1.298156e-001	-1.288562e-001
4.356333097487693e-001	-1.296914e-001	-1.287334e-001
