time	V(output)	V(vin)
8.255963247193424e-001	9.265822e-001	9.973425e-001
8.256077393715982e-001	9.265245e-001	9.973504e-001
8.256305686761095e-001	9.264078e-001	9.973660e-001
8.256762272851324e-001	9.261730e-001	9.973971e-001
8.256842112586272e-001	9.261316e-001	9.974025e-001
8.257001792056171e-001	9.260483e-001	9.974134e-001
8.257321150995968e-001	9.258801e-001	9.974350e-001
8.257713850642620e-001	9.256706e-001	9.974614e-001
8.258160901528860e-001	9.254282e-001	9.974913e-001
8.258607458607388e-001	9.251829e-001	9.975210e-001
8.258690023282290e-001	9.251370e-001	9.975265e-001
8.258855152632095e-001	9.250448e-001	9.975374e-001
8.258975610122430e-001	9.249773e-001	9.975454e-001
8.259096240838645e-001	9.249095e-001	9.975533e-001
8.259126398517699e-001	9.248925e-001	9.975553e-001
8.259186713875806e-001	9.248584e-001	9.975592e-001
8.259197915111682e-001	9.248521e-001	9.975600e-001
8.259200715420652e-001	9.248505e-001	9.975602e-001
8.259206316038590e-001	9.248473e-001	9.975606e-001
8.259217517274466e-001	9.248410e-001	9.975613e-001
8.259239919746220e-001	9.248284e-001	9.975628e-001
8.259284724689725e-001	9.248030e-001	9.975657e-001
8.259368290773416e-001	9.247555e-001	9.975712e-001
8.259517122367192e-001	9.246708e-001	9.975809e-001
8.259739076345924e-001	9.245439e-001	9.975955e-001
8.260077900970190e-001	9.243491e-001	9.976176e-001
8.260502402118444e-001	9.241036e-001	9.976451e-001
8.261001016709234e-001	9.238132e-001	9.976772e-001
8.261634138341529e-001	9.234418e-001	9.977177e-001
8.262541256704630e-001	9.229075e-001	9.977751e-001
8.263575805626722e-001	9.222987e-001	9.978396e-001
8.264693043818786e-001	9.216422e-001	9.979082e-001
8.265869605731473e-001	9.209502e-001	9.979793e-001
8.266093148083006e-001	9.208181e-001	9.979926e-001
8.266540232786072e-001	9.205524e-001	9.980192e-001
8.266652003961839e-001	9.204856e-001	9.980258e-001
8.266875546313371e-001	9.203512e-001	9.980391e-001
8.267271113794985e-001	9.201111e-001	9.980623e-001
8.267699694698029e-001	9.198475e-001	9.980874e-001
8.268097937384090e-001	9.195983e-001	9.981105e-001
8.268894422756212e-001	9.190908e-001	9.981564e-001
8.269688204428379e-001	9.185765e-001	9.982015e-001
8.270526914973508e-001	9.180246e-001	9.982486e-001
8.271481711504634e-001	9.173883e-001	9.983014e-001
8.272456433995898e-001	9.167308e-001	9.983545e-001
8.273420697285312e-001	9.160740e-001	9.984062e-001
8.273558275991386e-001	9.159796e-001	9.984135e-001
8.273833433403536e-001	9.157897e-001	9.984281e-001
8.274181667468247e-001	9.155487e-001	9.984464e-001
8.274243538824652e-001	9.155058e-001	9.984497e-001
8.274367281537463e-001	9.154198e-001	9.984562e-001
8.274474764147271e-001	9.153450e-001	9.984618e-001
8.274586602534900e-001	9.152669e-001	9.984676e-001
8.274715498349130e-001	9.151770e-001	9.984743e-001
8.274842120042163e-001	9.150884e-001	9.984809e-001
8.275016997173907e-001	9.149659e-001	9.984900e-001
8.275204294149184e-001	9.148343e-001	9.984996e-001
8.275578888099739e-001	9.145700e-001	9.985189e-001
8.275994698145053e-001	9.142753e-001	9.985402e-001
8.276544176362485e-001	9.138834e-001	9.985680e-001
8.277199612947644e-001	9.134133e-001	9.986008e-001
8.277323372256751e-001	9.133241e-001	9.986070e-001
8.277570890874963e-001	9.131453e-001	9.986193e-001
8.277916762740517e-001	9.128951e-001	9.986364e-001
8.277972811200595e-001	9.128546e-001	9.986392e-001
8.278084908120750e-001	9.127735e-001	9.986446e-001
8.278188396605430e-001	9.126986e-001	9.986497e-001
8.278214268726600e-001	9.126799e-001	9.986510e-001
8.278266012968940e-001	9.126425e-001	9.986535e-001
8.278276580884733e-001	9.126348e-001	9.986540e-001
8.278297716716317e-001	9.126195e-001	9.986551e-001
8.278339988379487e-001	9.125890e-001	9.986571e-001
8.278424531705827e-001	9.125277e-001	9.986613e-001
8.278505589545473e-001	9.124691e-001	9.986652e-001
8.278667705224765e-001	9.123518e-001	9.986731e-001
8.278932721847189e-001	9.121601e-001	9.986859e-001
8.279331439088674e-001	9.118715e-001	9.987051e-001
8.279765309371051e-001	9.115571e-001	9.987258e-001
8.280323985705052e-001	9.111513e-001	9.987522e-001
8.281030446654014e-001	9.106366e-001	9.987853e-001
8.281116706929113e-001	9.105736e-001	9.987893e-001
8.281289227479309e-001	9.104474e-001	9.987973e-001
8.281332357616859e-001	9.104158e-001	9.987993e-001
8.281418617891957e-001	9.103527e-001	9.988033e-001
8.281440182960732e-001	9.103370e-001	9.988042e-001
8.281483313098281e-001	9.103054e-001	9.988062e-001
8.281569573373380e-001	9.102423e-001	9.988102e-001
8.281582835353114e-001	9.102326e-001	9.988108e-001
8.281609359312583e-001	9.102132e-001	9.988120e-001
8.281662407231520e-001	9.101744e-001	9.988145e-001
8.281751575791446e-001	9.101092e-001	9.988185e-001
8.281844297051716e-001	9.100413e-001	9.988228e-001
8.282029739572254e-001	9.099057e-001	9.988313e-001
8.282065486737564e-001	9.098796e-001	9.988329e-001
8.282136981068184e-001	9.098274e-001	9.988361e-001
8.282279969729425e-001	9.097226e-001	9.988426e-001
8.282535364078659e-001	9.095352e-001	9.988542e-001
8.282799708223524e-001	9.093405e-001	9.988661e-001
8.283328396513253e-001	9.089487e-001	9.988897e-001
8.283916605739934e-001	9.085092e-001	9.989156e-001
8.284880431581708e-001	9.077842e-001	9.989575e-001
8.285005604804262e-001	9.076898e-001	9.989629e-001
8.285255951249371e-001	9.075004e-001	9.989736e-001
8.285756644139587e-001	9.071211e-001	9.989948e-001
8.286571710683383e-001	9.065007e-001	9.990290e-001
8.287185918863846e-001	9.060287e-001	9.990543e-001
8.287720440209301e-001	9.056128e-001	9.990761e-001
8.288318302426299e-001	9.051418e-001	9.991001e-001
8.288990304264179e-001	9.046076e-001	9.991269e-001
8.289002693966595e-001	9.045977e-001	9.991273e-001
8.289027473371428e-001	9.045779e-001	9.991283e-001
8.289077032181094e-001	9.045380e-001	9.991302e-001
8.289176149800425e-001	9.044582e-001	9.991341e-001
8.289374385039088e-001	9.042979e-001	9.991419e-001
8.289612454714735e-001	9.041040e-001	9.991512e-001
8.290083368546045e-001	9.037168e-001	9.991693e-001
8.290500054944142e-001	9.033710e-001	9.991853e-001
8.290722951047257e-001	9.031845e-001	9.991937e-001
8.290778675073036e-001	9.031377e-001	9.991958e-001
8.290890123124594e-001	9.030438e-001	9.992000e-001
8.290917985137483e-001	9.030203e-001	9.992011e-001
8.290973709163262e-001	9.029731e-001	9.992032e-001
8.291081099831266e-001	9.028822e-001	9.992072e-001
8.291208306685748e-001	9.027742e-001	9.992120e-001
8.291349803205709e-001	9.026537e-001	9.992173e-001
8.291632796245629e-001	9.024116e-001	9.992278e-001
8.292014782669960e-001	9.020833e-001	9.992419e-001
8.292474803448809e-001	9.016854e-001	9.992586e-001
8.293022631546976e-001	9.012085e-001	9.992784e-001
8.293772053206159e-001	9.005520e-001	9.993050e-001
8.294895257695651e-001	8.995650e-001	9.993439e-001
8.295970123525683e-001	8.986197e-001	9.993801e-001
8.297122846276815e-001	8.976045e-001	9.994177e-001
8.297290472100004e-001	8.974565e-001	9.994231e-001
8.297625723746381e-001	8.971590e-001	9.994338e-001
8.298296227039137e-001	8.965619e-001	9.994549e-001
8.298364986905896e-001	8.965005e-001	9.994569e-001
8.298382176872586e-001	8.964850e-001	9.994575e-001
8.298416556805967e-001	8.964542e-001	9.994586e-001
8.298485316672726e-001	8.963925e-001	9.994607e-001
8.298622836406244e-001	8.962688e-001	9.994649e-001
8.298897875873282e-001	8.960200e-001	9.994734e-001
8.299151740807733e-001	8.957886e-001	9.994811e-001
8.299659470676636e-001	8.953201e-001	9.994964e-001
8.300482051745111e-001	8.945503e-001	9.995207e-001
8.301240360814649e-001	8.938305e-001	9.995426e-001
8.302036059560572e-001	8.930654e-001	9.995650e-001
8.303004693924642e-001	8.921241e-001	9.995915e-001
8.303951921717960e-001	8.911938e-001	9.996166e-001
8.305069060968383e-001	8.900850e-001	9.996452e-001
8.305910402886911e-001	8.892432e-001	9.996660e-001
8.306014473414722e-001	8.891385e-001	9.996685e-001
8.306222614470344e-001	8.889281e-001	9.996736e-001
8.306638896581589e-001	8.885064e-001	9.996836e-001
8.306687943284812e-001	8.884566e-001	9.996847e-001
8.306786036691258e-001	8.883569e-001	9.996870e-001
8.306886182868279e-001	8.882549e-001	9.996893e-001
8.306911219412535e-001	8.882294e-001	9.996899e-001
8.306961292501045e-001	8.881784e-001	9.996911e-001
8.307048649309363e-001	8.880894e-001	9.996932e-001
8.307135293782364e-001	8.880009e-001	9.996952e-001
8.307273313137962e-001	8.878599e-001	9.996984e-001
8.307417850431726e-001	8.877119e-001	9.997017e-001
8.307706925019256e-001	8.874152e-001	9.997084e-001
8.308111033045729e-001	8.869991e-001	9.997175e-001
8.308574487004582e-001	8.865197e-001	9.997278e-001
8.309151107587298e-001	8.859205e-001	9.997403e-001
8.309406909098177e-001	8.856538e-001	9.997458e-001
8.309470859475897e-001	8.855869e-001	9.997471e-001
8.309598760231336e-001	8.854530e-001	9.997498e-001
8.309630735420196e-001	8.854195e-001	9.997505e-001
8.309694685797916e-001	8.853525e-001	9.997518e-001
8.309822586553355e-001	8.852184e-001	9.997545e-001
8.309951371115290e-001	8.850833e-001	9.997572e-001
8.310080902707269e-001	8.849472e-001	9.997599e-001
8.310256626270789e-001	8.847626e-001	9.997635e-001
8.310445352921695e-001	8.845643e-001	9.997674e-001
8.310822806223507e-001	8.841674e-001	9.997749e-001
8.311236364966438e-001	8.837325e-001	9.997832e-001
8.311789655588965e-001	8.831500e-001	9.997939e-001
8.312448160408078e-001	8.824557e-001	9.998063e-001
8.312756674172859e-001	8.821300e-001	9.998119e-001
8.313179839607583e-001	8.816831e-001	9.998196e-001
8.313379837630450e-001	8.814719e-001	9.998232e-001
8.313429837136167e-001	8.814191e-001	9.998240e-001
8.313529836147601e-001	8.813136e-001	9.998258e-001
8.313554835900460e-001	8.812872e-001	9.998263e-001
8.313561085838674e-001	8.812807e-001	9.998264e-001
8.313573585715104e-001	8.812674e-001	9.998266e-001
8.313598585467963e-001	8.812411e-001	9.998270e-001
8.313648584973680e-001	8.811883e-001	9.998279e-001
8.313715730357603e-001	8.811175e-001	9.998291e-001
8.313850021125450e-001	8.809759e-001	9.998314e-001
8.314054265248648e-001	8.807606e-001	9.998350e-001
8.314379837917872e-001	8.804174e-001	9.998404e-001
8.314431429943719e-001	8.803630e-001	9.998413e-001
8.314444327950181e-001	8.803494e-001	9.998415e-001
8.314470123963105e-001	8.803222e-001	9.998420e-001
8.314521715988952e-001	8.802677e-001	9.998428e-001
8.314624900040646e-001	8.801588e-001	9.998446e-001
8.314831268144035e-001	8.799405e-001	9.998479e-001
8.315098867872213e-001	8.796562e-001	9.998524e-001
8.315634067328568e-001	8.790841e-001	9.998609e-001
8.316411629853314e-001	8.782467e-001	9.998728e-001
8.317143445310964e-001	8.774539e-001	9.998836e-001
8.317257672821491e-001	8.773297e-001	9.998852e-001
8.317486127842545e-001	8.770807e-001	9.998885e-001
8.317887837770617e-001	8.766415e-001	9.998940e-001
8.318280769505546e-001	8.762100e-001	9.998994e-001
8.318688954671415e-001	8.757586e-001	9.999048e-001
8.319505325003153e-001	8.748485e-001	9.999151e-001
8.320396989497207e-001	8.738475e-001	9.999257e-001
8.320496636814864e-001	8.737350e-001	9.999268e-001
8.320695931450175e-001	8.735089e-001	9.999291e-001
8.321094520720799e-001	8.730550e-001	9.999335e-001
8.321480887631145e-001	8.726125e-001	9.999376e-001
8.321838658850553e-001	8.721994e-001	9.999413e-001
8.322306998661483e-001	8.716548e-001	9.999460e-001
8.322511170611632e-001	8.714159e-001	9.999480e-001
8.322675495766424e-001	8.712227e-001	9.999496e-001
8.322866795750665e-001	8.709971e-001	9.999514e-001
8.323070529528301e-001	8.707559e-001	9.999532e-001
8.323330040803267e-001	8.704476e-001	9.999555e-001
8.323694439269832e-001	8.700128e-001	9.999588e-001
8.324149709634361e-001	8.694670e-001	9.999626e-001
8.324694484564739e-001	8.688106e-001	9.999669e-001
8.325440303279160e-001	8.679078e-001	9.999723e-001
8.326544477306352e-001	8.665680e-001	9.999796e-001
8.327600787275616e-001	8.652856e-001	9.999854e-001
8.328755734574185e-001	8.638828e-001	9.999907e-001
8.328920419467186e-001	8.636824e-001	9.999914e-001
8.329249789253188e-001	8.632804e-001	9.999926e-001
8.329908528825192e-001	8.624744e-001	9.999948e-001
8.330073213718193e-001	8.622724e-001	9.999953e-001
8.330114384941444e-001	8.622218e-001	9.999954e-001
8.330196727387944e-001	8.621204e-001	9.999956e-001
8.330361412280946e-001	8.619171e-001	9.999961e-001
8.330626107372612e-001	8.615893e-001	9.999967e-001
8.330908994560019e-001	8.612366e-001	9.999974e-001
8.331474768934832e-001	8.605247e-001	9.999985e-001
8.332431928574190e-001	8.593073e-001	9.999996e-001
8.333215154250746e-001	8.583010e-001	1.000000e+000
8.334023901932006e-001	8.572526e-001	9.999998e-001
8.334973424756379e-001	8.560132e-001	9.999988e-001
8.335958517001533e-001	8.547183e-001	9.999970e-001
8.337115353971936e-001	8.531867e-001	9.999936e-001
8.338050939676014e-001	8.519412e-001	9.999901e-001
8.338165180389936e-001	8.517885e-001	9.999896e-001
8.338393661817779e-001	8.514822e-001	9.999886e-001
8.338850624673466e-001	8.508686e-001	9.999865e-001
8.338906761872630e-001	8.507931e-001	9.999862e-001
8.339019036270958e-001	8.506419e-001	9.999856e-001
8.339243585067615e-001	8.503394e-001	9.999845e-001
8.339272638962184e-001	8.503002e-001	9.999843e-001
8.339330746751323e-001	8.502218e-001	9.999840e-001
8.339446962329601e-001	8.500648e-001	9.999834e-001
8.339581123114171e-001	8.498836e-001	9.999827e-001
8.339732280415035e-001	8.496791e-001	9.999818e-001
8.340012225396059e-001	8.492998e-001	9.999802e-001
8.340406047721883e-001	8.487652e-001	9.999778e-001
8.340862719652988e-001	8.481439e-001	9.999748e-001
8.341066909153299e-001	8.478656e-001	9.999734e-001
8.341110621923433e-001	8.478060e-001	9.999731e-001
8.341198047463703e-001	8.476866e-001	9.999725e-001
8.341336292053858e-001	8.474976e-001	9.999716e-001
8.341509982522449e-001	8.472601e-001	9.999703e-001
8.341705312441883e-001	8.469926e-001	9.999689e-001
8.341981828706783e-001	8.466133e-001	9.999668e-001
8.342420208121114e-001	8.460116e-001	9.999633e-001
8.342873968096823e-001	8.453886e-001	9.999596e-001
8.343507454468970e-001	8.445194e-001	9.999540e-001
8.344314191997965e-001	8.434137e-001	9.999465e-001
8.344437178248159e-001	8.432454e-001	9.999452e-001
8.344683150748548e-001	8.429094e-001	9.999428e-001
8.345063537859725e-001	8.423905e-001	9.999389e-001
8.345120040899415e-001	8.423135e-001	9.999383e-001
8.345233046978797e-001	8.421597e-001	9.999371e-001
8.345261298498643e-001	8.421213e-001	9.999368e-001
8.345317801538333e-001	8.420445e-001	9.999362e-001
8.345430807617715e-001	8.418908e-001	9.999350e-001
8.345453313113035e-001	8.418602e-001	9.999347e-001
8.345458939486865e-001	8.418526e-001	9.999347e-001
8.345470192234525e-001	8.418373e-001	9.999346e-001
8.345492697729845e-001	8.418068e-001	9.999343e-001
8.345537708720485e-001	8.417456e-001	9.999338e-001
8.345603802265823e-001	8.416559e-001	9.999331e-001
8.345729439581255e-001	8.414853e-001	9.999318e-001
8.345925052488427e-001	8.412198e-001	9.999296e-001
8.346232863810903e-001	8.408023e-001	9.999261e-001
8.346641897542703e-001	8.402477e-001	9.999213e-001
8.346700601120544e-001	8.401681e-001	9.999207e-001
8.346818008276227e-001	8.400087e-001	9.999192e-001
8.347052822587593e-001	8.396896e-001	9.999164e-001
8.347346094205556e-001	8.392900e-001	9.999128e-001
8.347680741985253e-001	8.388322e-001	9.999086e-001
8.348276989419635e-001	8.380133e-001	9.999008e-001
8.348386873044610e-001	8.378618e-001	9.998993e-001
8.348606640294559e-001	8.375581e-001	9.998964e-001
8.349046174794458e-001	8.369491e-001	9.998903e-001
8.349473215200179e-001	8.363555e-001	9.998843e-001
8.349876376873541e-001	8.357929e-001	9.998785e-001
8.350344188561514e-001	8.351372e-001	9.998715e-001
8.351279811937461e-001	8.338202e-001	9.998569e-001
8.352258149982075e-001	8.324385e-001	9.998409e-001
8.352363662447371e-001	8.322891e-001	9.998392e-001
8.352574687377962e-001	8.319899e-001	9.998356e-001
8.352627443610610e-001	8.319150e-001	9.998347e-001
8.352732956075906e-001	8.317652e-001	9.998329e-001
8.352943981006497e-001	8.314651e-001	9.998292e-001
8.353366030867678e-001	8.308631e-001	9.998218e-001
8.353763361286476e-001	8.302941e-001	9.998146e-001
8.353955650294984e-001	8.300178e-001	9.998111e-001
8.354003722547111e-001	8.299485e-001	9.998102e-001
8.354099867051366e-001	8.298097e-001	9.998085e-001
8.354292156059874e-001	8.295318e-001	9.998049e-001
8.354309428014564e-001	8.295069e-001	9.998046e-001
8.354343971923942e-001	8.294568e-001	9.998040e-001
8.354413059742700e-001	8.293567e-001	9.998026e-001
8.354519731677753e-001	8.292019e-001	9.998006e-001
8.354634529029212e-001	8.290350e-001	9.997985e-001
8.354835184309817e-001	8.287429e-001	9.997947e-001
8.355150118963366e-001	8.282830e-001	9.997886e-001
8.355580835598000e-001	8.276522e-001	9.997802e-001
8.356053978601744e-001	8.269569e-001	9.997708e-001
8.356673858988020e-001	8.260435e-001	9.997581e-001
8.357513908057231e-001	8.248045e-001	9.997403e-001
8.358574353899910e-001	8.232436e-001	9.997171e-001
8.359642536799973e-001	8.216764e-001	9.996926e-001
8.360827014733083e-001	8.199424e-001	9.996643e-001
8.361022224298362e-001	8.196567e-001	9.996595e-001
8.361412643428922e-001	8.190849e-001	9.996498e-001
8.361478132784708e-001	8.189890e-001	9.996482e-001
8.361609111496279e-001	8.187969e-001	9.996449e-001
8.361871068919421e-001	8.184122e-001	9.996383e-001
8.362211737367403e-001	8.179106e-001	9.996296e-001
8.362547198063131e-001	8.174146e-001	9.996210e-001
8.362976948171271e-001	8.167757e-001	9.996098e-001
8.363639172720306e-001	8.157850e-001	9.995921e-001
8.364496853517679e-001	8.144943e-001	9.995687e-001
8.365352305407571e-001	8.132008e-001	9.995447e-001
8.366326027266348e-001	8.117245e-001	9.995166e-001
8.366442225106012e-001	8.115482e-001	9.995132e-001
8.366674620785343e-001	8.111950e-001	9.995064e-001
8.367139412144002e-001	8.104881e-001	9.994925e-001
8.368068994861322e-001	8.090721e-001	9.994642e-001
8.369568150362498e-001	8.067853e-001	9.994169e-001
8.369739162305337e-001	8.065241e-001	9.994114e-001
8.370081186191016e-001	8.060012e-001	9.994003e-001
8.370670557681186e-001	8.050995e-001	9.993809e-001
8.371227728960382e-001	8.042466e-001	9.993623e-001
8.371473853708421e-001	8.038697e-001	9.993540e-001
8.371511728095914e-001	8.038116e-001	9.993527e-001
8.371587476870899e-001	8.036956e-001	9.993501e-001
8.371606414064645e-001	8.036665e-001	9.993495e-001
8.371611148363082e-001	8.036593e-001	9.993494e-001
8.371620616959955e-001	8.036448e-001	9.993490e-001
8.371639554153701e-001	8.036157e-001	9.993483e-001
8.371677428541194e-001	8.035577e-001	9.993471e-001
8.371738829622275e-001	8.034636e-001	9.993450e-001
8.371860663001379e-001	8.032769e-001	9.993408e-001
8.372044434525175e-001	8.029951e-001	9.993345e-001
8.372338668817890e-001	8.025440e-001	9.993244e-001
8.372495520095350e-001	8.023034e-001	9.993189e-001
8.372534732914715e-001	8.022433e-001	9.993176e-001
8.372613158553445e-001	8.021230e-001	9.993148e-001
8.372726472396761e-001	8.019491e-001	9.993109e-001
8.372835529593801e-001	8.017818e-001	9.993070e-001
8.373002436946522e-001	8.015257e-001	9.993012e-001
8.373178138873799e-001	8.012559e-001	9.992950e-001
8.373529542728353e-001	8.007165e-001	9.992825e-001
8.373943019973098e-001	8.000816e-001	9.992676e-001
8.374466467404285e-001	7.992780e-001	9.992486e-001
8.375098185612340e-001	7.983109e-001	9.992254e-001
8.376053567726624e-001	7.968564e-001	9.991896e-001
8.376682764664662e-001	7.959046e-001	9.991655e-001
8.376767088818878e-001	7.957778e-001	9.991623e-001
8.376935737127310e-001	7.955251e-001	9.991558e-001
8.377273033744174e-001	7.950205e-001	9.991426e-001
8.377316714920098e-001	7.949553e-001	9.991409e-001
8.377404077271945e-001	7.948251e-001	9.991375e-001
8.377498283754339e-001	7.946846e-001	9.991338e-001
8.377512420883694e-001	7.946636e-001	9.991333e-001
8.377540695142403e-001	7.946215e-001	9.991322e-001
8.377597243659820e-001	7.945374e-001	9.991300e-001
8.377688872226075e-001	7.944010e-001	9.991263e-001
8.377784917797194e-001	7.942583e-001	9.991226e-001
8.377977008939435e-001	7.939731e-001	9.991149e-001
8.378269896920626e-001	7.935389e-001	9.991033e-001
8.378698498329937e-001	7.929043e-001	9.990861e-001
8.378754962775774e-001	7.928207e-001	9.990838e-001
8.378867891667448e-001	7.926537e-001	9.990793e-001
8.379093749450794e-001	7.923197e-001	9.990701e-001
8.379545465017488e-001	7.916509e-001	9.990517e-001
8.379911633185078e-001	7.911079e-001	9.990366e-001
8.379981516394059e-001	7.910041e-001	9.990337e-001
8.380121282812024e-001	7.907962e-001	9.990279e-001
8.380156224416515e-001	7.907441e-001	9.990265e-001
8.380226107625497e-001	7.906400e-001	9.990236e-001
8.380365874043462e-001	7.904314e-001	9.990177e-001
8.380645406879391e-001	7.900134e-001	9.990060e-001
8.380900121324701e-001	7.896315e-001	9.989953e-001
8.381409550215322e-001	7.888658e-001	9.989737e-001
8.382253527702764e-001	7.875955e-001	9.989373e-001
8.383258737246658e-001	7.860832e-001	9.988932e-001
8.384191661245084e-001	7.846818e-001	9.988514e-001
8.384307499730072e-001	7.845080e-001	9.988462e-001
8.384539176700047e-001	7.841609e-001	9.988357e-001
8.384597095942541e-001	7.840741e-001	9.988331e-001
8.384712934427528e-001	7.839006e-001	9.988278e-001
8.384944611397504e-001	7.835535e-001	9.988172e-001
8.385002530639998e-001	7.834668e-001	9.988145e-001
8.385017010450622e-001	7.834451e-001	9.988139e-001
8.385045970071868e-001	7.834017e-001	9.988126e-001
8.385103889314363e-001	7.833149e-001	9.988099e-001
8.385219727799350e-001	7.831411e-001	9.988046e-001
8.385429620578131e-001	7.828259e-001	9.987949e-001
8.385827192990168e-001	7.822276e-001	9.987764e-001
8.386010455547517e-001	7.819512e-001	9.987679e-001
8.386229714720856e-001	7.816199e-001	9.987575e-001
8.386434453571799e-001	7.813100e-001	9.987479e-001
8.386724507565804e-001	7.808702e-001	9.987342e-001
8.387095932311554e-001	7.803061e-001	9.987165e-001
8.387574477098257e-001	7.795783e-001	9.986936e-001
8.388135986689290e-001	7.787239e-001	9.986664e-001
8.388943566009016e-001	7.774976e-001	9.986268e-001
8.389967961284272e-001	7.759514e-001	9.985758e-001
8.390962075047679e-001	7.744644e-001	9.985254e-001
8.392131959597760e-001	7.727274e-001	9.984649e-001
8.392299242074882e-001	7.724802e-001	9.984562e-001
8.392633807029127e-001	7.719873e-001	9.984386e-001
8.393302936937618e-001	7.710025e-001	9.984032e-001
8.393370902921422e-001	7.709025e-001	9.983996e-001
8.393387894417373e-001	7.708775e-001	9.983987e-001
8.393421877409276e-001	7.708276e-001	9.983968e-001
8.393489843393081e-001	7.707277e-001	9.983932e-001
8.393625775360690e-001	7.705277e-001	9.983859e-001
8.393897639295909e-001	7.701274e-001	9.983714e-001
8.394179000394572e-001	7.697122e-001	9.983562e-001
8.394605459236721e-001	7.690809e-001	9.983331e-001
8.395427890064557e-001	7.678596e-001	9.982880e-001
8.396226707473772e-001	7.666709e-001	9.982437e-001
8.397027400316164e-001	7.654794e-001	9.981987e-001
8.397999285937982e-001	7.640362e-001	9.981434e-001
8.398934138329551e-001	7.626525e-001	9.980893e-001
8.400050820470056e-001	7.610061e-001	9.980237e-001
8.401249158874602e-001	7.592466e-001	9.979521e-001
8.402256132351301e-001	7.577733e-001	9.978909e-001
8.402373575839300e-001	7.576019e-001	9.978837e-001
8.402608462815300e-001	7.572598e-001	9.978694e-001
8.403078236767299e-001	7.565767e-001	9.978403e-001
8.403605010622400e-001	7.558118e-001	9.978076e-001
8.403829851255135e-001	7.554858e-001	9.977936e-001
8.403875793885678e-001	7.554193e-001	9.977907e-001
8.403967679146766e-001	7.552863e-001	9.977850e-001
8.403970550561174e-001	7.552821e-001	9.977848e-001
8.403976293389992e-001	7.552738e-001	9.977844e-001
8.403987779047628e-001	7.552571e-001	9.977837e-001
8.404010750362900e-001	7.552239e-001	9.977822e-001
8.404056692993444e-001	7.551574e-001	9.977794e-001
8.404131366513732e-001	7.550494e-001	9.977747e-001
8.404221109665078e-001	7.549196e-001	9.977691e-001
8.404345706202681e-001	7.547396e-001	9.977612e-001
8.404594899277886e-001	7.543798e-001	9.977455e-001
8.404938719286748e-001	7.538841e-001	9.977236e-001
8.405384736002268e-001	7.532423e-001	9.976952e-001
8.405884898449585e-001	7.525241e-001	9.976631e-001
8.406558236390928e-001	7.515618e-001	9.976196e-001
8.407502659810628e-001	7.502239e-001	9.975578e-001
8.408305220674758e-001	7.490992e-001	9.975047e-001
8.408416251116342e-001	7.489453e-001	9.974973e-001
8.408638311999509e-001	7.486400e-001	9.974825e-001
8.409082433765843e-001	7.480322e-001	9.974527e-001
8.409270325229308e-001	7.477763e-001	9.974400e-001
8.409425873533120e-001	7.475652e-001	9.974295e-001
8.409560408307581e-001	7.473831e-001	9.974204e-001
8.409705601067580e-001	7.471870e-001	9.974106e-001
8.409895531107842e-001	7.469311e-001	9.973977e-001
8.410091466572750e-001	7.466679e-001	9.973844e-001
8.410483337502568e-001	7.461430e-001	9.973576e-001
8.410888553640729e-001	7.456017e-001	9.973298e-001
8.410958759203361e-001	7.455081e-001	9.973250e-001
8.411099170328626e-001	7.453212e-001	9.973153e-001
8.411379992579157e-001	7.449478e-001	9.972959e-001
8.411450198141789e-001	7.448545e-001	9.972910e-001
8.411590609267055e-001	7.446678e-001	9.972813e-001
8.411871431517585e-001	7.442939e-001	9.972618e-001
8.412244288029618e-001	7.437958e-001	9.972357e-001
8.412585789363973e-001	7.433379e-001	9.972117e-001
8.413069448754572e-001	7.426881e-001	9.971776e-001
8.414036767535770e-001	7.413898e-001	9.971088e-001
8.414962941535550e-001	7.401533e-001	9.970421e-001
8.415850054760098e-001	7.389784e-001	9.969774e-001
8.416785535363763e-001	7.377476e-001	9.969085e-001
8.416903227577608e-001	7.375934e-001	9.968998e-001
8.417138612005297e-001	7.372855e-001	9.968823e-001
8.417197458112219e-001	7.372085e-001	9.968780e-001
8.417315150326064e-001	7.370545e-001	9.968692e-001
8.417550534753753e-001	7.367464e-001	9.968516e-001
8.417582539158551e-001	7.367044e-001	9.968492e-001
8.417646547968148e-001	7.366205e-001	9.968445e-001
8.417744785732724e-001	7.364918e-001	9.968371e-001
8.417841120945798e-001	7.363654e-001	9.968299e-001
8.417990190417009e-001	7.361698e-001	9.968187e-001
8.418147018422728e-001	7.359639e-001	9.968069e-001
8.418460674434167e-001	7.355518e-001	9.967833e-001
8.418871787860789e-001	7.350113e-001	9.967521e-001
8.419356023686607e-001	7.343749e-001	9.967152e-001
8.419954871875017e-001	7.335898e-001	9.966694e-001
8.420798206431069e-001	7.324916e-001	9.966043e-001
8.421800785282803e-001	7.312018e-001	9.965260e-001
8.422791391017539e-001	7.299480e-001	9.964478e-001
8.423927450922490e-001	7.285322e-001	9.963571e-001
8.424878871477983e-001	7.273584e-001	9.962802e-001
8.424908603370342e-001	7.273219e-001	9.962778e-001
8.424968067155061e-001	7.272491e-001	9.962730e-001
8.425086994724498e-001	7.271037e-001	9.962633e-001
8.425116726616857e-001	7.270674e-001	9.962609e-001
8.425124159589946e-001	7.270583e-001	9.962603e-001
