time,V(spikes1),V(spikes2),V(spikes3),V(spikes4),V(spikes5),V(spikes6),V(spikes7),V(spikes8)
1.491086850146973e-002,2.524602e-003,4.304422e-003,1.203563e-002,1.100358e-001,7.452915e-004,9.440880e-004,1.275696e-003,1.992684e-003
1.500148611503619e-002,2.538790e-003,4.352017e-003,1.237791e-002,1.324774e-001,7.418167e-004,9.392371e-004,1.268355e-003,1.980535e-003
1.509728857649896e-002,2.553861e-003,4.403038e-003,1.275055e-002,1.645636e-001,7.381500e-004,9.341167e-004,1.260594e-003,1.967618e-003
1.511185953300208e-002,2.556163e-003,4.410901e-003,1.280882e-002,1.714264e-001,7.375933e-004,9.333391e-004,1.259414e-003,1.965643e-003
1.514100144600832e-002,2.560781e-003,4.426757e-003,1.292741e-002,1.886434e-001,7.364811e-004,9.317854e-004,1.257055e-003,1.961682e-003
1.514828692425988e-002,2.561936e-003,4.430736e-003,1.295729e-002,1.937383e-001,7.362032e-004,9.313971e-004,1.256465e-003,1.960690e-003
1.516285788076300e-002,2.564251e-003,4.438721e-003,1.301750e-002,2.059774e-001,7.356477e-004,9.306209e-004,1.255285e-003,1.958704e-003
1.517617878182674e-002,2.566368e-003,4.446042e-003,1.307286e-002,2.205656e-001,7.351401e-004,9.299115e-004,1.254207e-003,1.956887e-003
1.519020768753635e-002,2.568601e-003,4.453777e-003,1.313158e-002,2.470343e-001,7.346057e-004,9.291648e-004,1.253071e-003,1.954971e-003
1.520690604493073e-002,2.571262e-003,4.463017e-003,1.320200e-002,3.025346e-001,7.339698e-004,9.282763e-004,1.251720e-003,1.952688e-003
1.522345134687883e-002,2.573902e-003,4.472209e-003,1.327237e-002,3.846592e-001,7.333403e-004,9.273964e-004,1.250381e-003,1.950422e-003
1.524484523566780e-002,2.577321e-003,4.484150e-003,1.336426e-002,5.197749e-001,7.325266e-004,9.262592e-004,1.248651e-003,1.947489e-003
1.526930341717839e-002,2.581236e-003,4.497871e-003,1.347046e-002,6.987695e-001,7.315971e-004,9.249600e-004,1.246672e-003,1.944130e-003
1.529506930223001e-002,2.585369e-003,4.512412e-003,1.358376e-002,9.056781e-001,7.306188e-004,9.235924e-004,1.244589e-003,1.940584e-003
1.532418825897428e-002,2.590050e-003,4.528957e-003,1.371365e-002,1.148196e+000,7.295141e-004,9.220481e-004,1.242235e-003,1.936570e-003
1.535864794337542e-002,2.595605e-003,4.548694e-003,1.386999e-002,1.429659e+000,7.282083e-004,9.202224e-004,1.239451e-003,1.931808e-003
1.540330743005608e-002,2.602829e-003,4.574536e-003,1.407710e-002,1.764565e+000,7.265183e-004,9.178594e-004,1.235845e-003,1.925619e-003
1.546640800366337e-002,2.613089e-003,4.611637e-003,1.437985e-002,2.150629e+000,7.241358e-004,9.145275e-004,1.230755e-003,1.916840e-003
1.558455375319547e-002,2.632430e-003,4.682549e-003,1.497225e-002,2.665486e+000,7.196876e-004,9.083060e-004,1.221238e-003,1.900323e-003
1.569229548705229e-002,2.650216e-003,4.748895e-003,1.554293e-002,2.945363e+000,7.156454e-004,9.026518e-004,1.212576e-003,1.885180e-003
1.581088318886164e-002,2.669940e-003,4.823593e-003,1.620202e-002,3.101987e+000,7.112104e-004,8.964476e-004,1.203061e-003,1.868440e-003
1.582439979241414e-002,2.672201e-003,4.832257e-003,1.627997e-002,3.108677e+000,7.107061e-004,8.957421e-004,1.201978e-003,1.866527e-003
1.585143299951913e-002,2.676743e-003,4.849822e-003,1.644050e-002,3.094782e+000,7.096994e-004,8.943339e-004,1.199815e-003,1.862691e-003
1.590549941372911e-002,2.685854e-003,4.885268e-003,1.676786e-002,3.006655e+000,7.076886e-004,8.915209e-004,1.195493e-003,1.855009e-003
1.595130233554739e-002,2.693601e-003,4.915645e-003,1.705222e-002,2.885098e+000,7.059878e-004,8.891418e-004,1.191836e-003,1.848492e-003
1.599836774351652e-002,2.701596e-003,4.947272e-003,1.735290e-002,2.733259e+000,7.042433e-004,8.867016e-004,1.188083e-003,1.841785e-003
1.604869462805144e-002,2.710187e-003,4.981610e-003,1.768544e-002,2.564262e+000,7.023819e-004,8.840981e-004,1.184077e-003,1.834600e-003
1.613298291962423e-002,2.724662e-003,5.040196e-003,1.826593e-002,2.282759e+000,6.992724e-004,8.797492e-004,1.177382e-003,1.822546e-003
1.622578967172441e-002,2.740711e-003,5.106088e-003,1.893645e-002,1.983614e+000,6.958587e-004,8.749757e-004,1.170029e-003,1.809250e-003
1.631072339152292e-002,2.755513e-003,5.167827e-003,1.958392e-002,1.725774e+000,6.927449e-004,8.706223e-004,1.163318e-003,1.797062e-003
1.639354324301143e-002,2.770060e-003,5.229488e-003,2.025135e-002,1.493818e+000,6.897188e-004,8.663925e-004,1.156796e-003,1.785161e-003
1.648161592928090e-002,2.785657e-003,5.296702e-003,2.100397e-002,1.270952e+000,6.865119e-004,8.619113e-004,1.149882e-003,1.772493e-003
1.658260667233690e-002,2.803701e-003,5.375882e-003,2.192539e-002,1.046217e+000,6.828486e-004,8.567941e-004,1.141984e-003,1.757959e-003
1.669696205387947e-002,2.824348e-003,5.468384e-003,2.305354e-002,8.310360e-001,6.787188e-004,8.510276e-004,1.133081e-003,1.741498e-003
1.683695179594483e-002,2.849944e-003,5.585966e-003,2.457635e-002,6.202398e-001,6.736902e-004,8.440102e-004,1.122244e-003,1.721358e-003
1.701068407270193e-002,2.882194e-003,5.738593e-003,2.671151e-002,4.243464e-001,6.674891e-004,8.353632e-004,1.108891e-003,1.696402e-003
1.720768188308586e-002,2.919383e-003,5.920379e-003,2.949412e-002,2.675733e-001,6.605067e-004,8.256357e-004,1.093871e-003,1.668178e-003
1.737696134896535e-002,2.951902e-003,6.084716e-003,3.227463e-002,1.762971e-001,6.545502e-004,8.173462e-004,1.081076e-003,1.644017e-003
1.753330318603932e-002,2.982477e-003,6.244492e-003,3.529774e-002,1.203838e-001,6.490892e-004,8.097549e-004,1.069366e-003,1.621811e-003
1.770715103398432e-002,3.017066e-003,6.431137e-003,3.927606e-002,7.857693e-002,6.430592e-004,8.013822e-004,1.056461e-003,1.597255e-003
1.786722285439545e-002,3.049473e-003,6.611703e-003,4.367674e-002,5.268668e-002,6.375459e-004,7.937362e-004,1.044687e-003,1.574790e-003
1.802944017350260e-002,3.082899e-003,6.804031e-003,4.912431e-002,3.522013e-002,6.319978e-004,7.860517e-004,1.032868e-003,1.552187e-003
1.818340351475489e-002,3.115185e-003,6.995808e-003,5.557241e-002,2.406748e-002,6.267683e-004,7.788177e-004,1.021756e-003,1.530900e-003
1.834184781700143e-002,3.149003e-003,7.203192e-003,6.408229e-002,1.635525e-002,6.214235e-004,7.714343e-004,1.010430e-003,1.509178e-003
1.849619668632634e-002,3.182542e-003,7.415570e-003,7.518544e-002,1.129502e-002,6.162527e-004,7.643007e-004,9.995035e-004,1.488207e-003
1.865430070269579e-002,3.217531e-003,7.644463e-003,9.151302e-002,7.829168e-003,6.109925e-004,7.570543e-004,9.884230e-004,1.466933e-003
1.881016516907053e-002,3.252650e-003,7.881673e-003,1.171796e-001,5.534779e-003,6.058418e-004,7.499685e-004,9.776066e-004,1.446168e-003
1.894923263864123e-002,3.284468e-003,8.102469e-003,1.537546e-001,4.103561e-003,6.012723e-004,7.436899e-004,9.680369e-004,1.427802e-003
1.900788749532638e-002,3.298048e-003,8.198691e-003,1.786482e-001,3.649637e-003,5.993535e-004,7.410558e-004,9.640270e-004,1.420109e-003
1.904620297114331e-002,3.306987e-003,8.262857e-003,2.022714e-001,3.403281e-003,5.981034e-004,7.393408e-004,9.614183e-004,1.415107e-003
1.905452634918161e-002,3.308936e-003,8.276945e-003,2.094192e-001,3.354337e-003,5.978323e-004,7.389690e-004,9.608528e-004,1.414022e-003
1.907117310525822e-002,3.312842e-003,8.305282e-003,2.273468e-001,3.261050e-003,5.972903e-004,7.382258e-004,9.597231e-004,1.411857e-003
1.907533479427737e-002,3.313819e-003,8.312386e-003,2.326915e-001,3.238233e-003,5.971549e-004,7.380401e-004,9.594408e-004,1.411316e-003
1.907637521653216e-002,3.314064e-003,8.314164e-003,2.342257e-001,3.232624e-003,5.971210e-004,7.379937e-004,9.593702e-004,1.411180e-003
1.907845606104174e-002,3.314553e-003,8.317726e-003,2.378708e-001,3.221469e-003,5.970533e-004,7.379009e-004,9.592291e-004,1.410910e-003
1.908261775006089e-002,3.315532e-003,8.324858e-003,2.481486e-001,3.199390e-003,5.969179e-004,7.377153e-004,9.589471e-004,1.410369e-003
1.909050403569089e-002,3.317388e-003,8.338403e-003,2.757889e-001,3.158344e-003,5.966615e-004,7.373638e-004,9.584128e-004,1.409345e-003
1.910338175670689e-002,3.320424e-003,8.360595e-003,3.340391e-001,3.093126e-003,5.962430e-004,7.367900e-004,9.575410e-004,1.407674e-003
1.911693857991716e-002,3.323625e-003,8.384083e-003,4.102531e-001,3.027397e-003,5.958026e-004,7.361865e-004,9.566242e-004,1.405917e-003
1.914405222633769e-002,3.330047e-003,8.431433e-003,5.944137e-001,2.904229e-003,5.949229e-004,7.349810e-004,9.547933e-004,1.402409e-003
1.918178419998060e-002,3.339018e-003,8.498053e-003,8.861195e-001,2.747688e-003,5.937003e-004,7.333062e-004,9.522509e-004,1.397540e-003
1.922949409728506e-002,3.350422e-003,8.583526e-003,1.273991e+000,2.572562e-003,5.921574e-004,7.311934e-004,9.490453e-004,1.391402e-003
1.928315443092838e-002,3.363334e-003,8.681464e-003,1.685476e+000,2.404613e-003,5.904260e-004,7.288240e-004,9.454529e-004,1.384527e-003
1.935534913615778e-002,3.380861e-003,8.816508e-003,2.143769e+000,2.222395e-003,5.881040e-004,7.256482e-004,9.406428e-004,1.375328e-003
1.945809600054722e-002,3.406074e-003,9.014542e-003,2.614301e+000,2.026225e-003,5.848117e-004,7.211493e-004,9.338364e-004,1.362325e-003
1.956342466480376e-002,3.432256e-003,9.224939e-003,2.909933e+000,1.887450e-003,5.814516e-004,7.165625e-004,9.269069e-004,1.349104e-003
1.967790474205630e-002,3.461032e-003,9.460776e-003,3.088160e+000,1.786649e-003,5.778137e-004,7.116006e-004,9.194203e-004,1.334836e-003
1.969451037578239e-002,3.465245e-003,9.495853e-003,3.100829e+000,1.776859e-003,5.772876e-004,7.108836e-004,9.183396e-004,1.332779e-003
1.972772164323456e-002,3.473717e-003,9.567115e-003,3.110011e+000,1.762747e-003,5.762376e-004,7.094530e-004,9.161847e-004,1.328679e-003
1.973602446009761e-002,3.475840e-003,9.585049e-003,3.107941e+000,1.759705e-003,5.759753e-004,7.090957e-004,9.156467e-004,1.327656e-003
1.975263009382370e-002,3.480099e-003,9.621221e-003,3.087296e+000,1.754784e-003,5.754512e-004,7.083821e-004,9.145724e-004,1.325613e-003
1.978584136127587e-002,3.488644e-003,9.694195e-003,3.014925e+000,1.747183e-003,5.744041e-004,7.069565e-004,9.124272e-004,1.321536e-003
1.982308340595041e-002,3.498266e-003,9.776979e-003,2.910508e+000,1.741815e-003,5.732316e-004,7.053607e-004,9.100269e-004,1.316977e-003
1.985872273142753e-002,3.507529e-003,9.857544e-003,2.797303e+000,1.740651e-003,5.721118e-004,7.038374e-004,9.077371e-004,1.312630e-003
1.993000138238178e-002,3.526195e-003,1.002209e-002,2.559323e+000,1.747160e-003,5.698779e-004,7.008000e-004,9.031755e-004,1.303981e-003
2.000518381917433e-002,3.546058e-003,1.019998e-002,2.307767e+000,1.763645e-003,5.675283e-004,6.976076e-004,8.983861e-004,1.294911e-003
2.008004096411908e-002,3.566043e-003,1.038236e-002,2.063895e+000,1.789909e-003,5.651970e-004,6.944425e-004,8.936432e-004,1.285941e-003
2.016012210295717e-002,3.587659e-003,1.058359e-002,1.816045e+000,1.827411e-003,5.627119e-004,6.910714e-004,8.885982e-004,1.276416e-003
2.024575526621568e-002,3.611044e-003,1.080588e-002,1.569319e+000,1.876404e-003,5.600643e-004,6.874832e-004,8.832351e-004,1.266308e-003
2.033294757462340e-002,3.635151e-003,1.104026e-002,1.340535e+000,1.934491e-003,5.573793e-004,6.838473e-004,8.778088e-004,1.256101e-003
2.042833136694922e-002,3.661884e-003,1.130671e-002,1.118446e+000,2.006314e-003,5.544545e-004,6.798910e-004,8.719133e-004,1.245036e-003
2.053713903118223e-002,3.692853e-003,1.162424e-002,9.011183e-001,2.097229e-003,5.511341e-004,6.754044e-004,8.652397e-004,1.232541e-003
2.066727700418669e-002,3.730579e-003,1.202448e-002,6.886666e-001,2.216763e-003,5.471851e-004,6.700755e-004,8.573296e-004,1.217778e-003
2.082777618902061e-002,3.778189e-003,1.255199e-002,4.890074e-001,2.378356e-003,5.423484e-004,6.635592e-004,8.476824e-004,1.199845e-003
2.103675545520763e-002,3.841810e-003,1.329242e-002,3.031447e-001,2.607274e-003,5.360991e-004,6.551550e-004,8.352764e-004,1.176892e-003
2.121252013276607e-002,3.896808e-003,1.396694e-002,1.964847e-001,2.815045e-003,5.308849e-004,6.481561e-004,8.249766e-004,1.157933e-003
2.136866638026621e-002,3.947089e-003,1.461889e-002,1.342476e-001,3.013362e-003,5.262906e-004,6.420010e-004,8.159474e-004,1.141404e-003
2.154597843909140e-002,4.005767e-003,1.542202e-002,8.695750e-002,3.253615e-003,5.211132e-004,6.350773e-004,8.058209e-004,1.122963e-003
2.170573615588557e-002,4.060109e-003,1.620831e-002,5.832317e-002,3.484393e-003,5.164832e-004,6.288965e-004,7.968076e-004,1.106636e-003
2.186931141586433e-002,4.117322e-003,1.708506e-002,3.885246e-002,3.736584e-003,5.117779e-004,6.226260e-004,7.876905e-004,1.090212e-003
2.202274611995188e-002,4.172496e-003,1.798168e-002,2.656131e-002,3.989204e-003,5.073963e-004,6.167967e-004,7.792392e-004,1.075070e-003
2.218198203852606e-002,4.231386e-003,1.899857e-002,1.799219e-002,4.269576e-003,5.028817e-004,6.108003e-004,7.705704e-004,1.059624e-003
2.233582819382096e-002,4.289924e-003,2.007560e-002,1.240867e-002,4.559678e-003,4.985508e-004,6.050576e-004,7.622918e-004,1.044954e-003
2.249427578594600e-002,4.351994e-003,2.129653e-002,8.558561e-003,4.880188e-003,4.941223e-004,5.991950e-004,7.538641e-004,1.030106e-003
2.264945686750880e-002,4.414625e-003,2.261887e-002,6.041379e-003,5.217453e-003,4.898160e-004,5.935036e-004,7.457056e-004,1.015814e-003
2.280917562838338e-002,4.481100e-003,2.413257e-002,4.333835e-003,5.591143e-003,4.854157e-004,5.876974e-004,7.374063e-004,1.001360e-003
2.296854828217109e-002,4.549576e-003,2.582464e-002,3.227258e-003,5.993519e-003,4.810570e-004,5.819555e-004,7.292223e-004,9.871927e-004
2.313446252869330e-002,4.623284e-003,2.781671e-002,2.502302e-003,6.447058e-003,4.765532e-004,5.760324e-004,7.208048e-004,9.727108e-004
2.330489645753308e-002,4.701734e-003,3.016146e-002,2.057122e-003,6.953869e-003,4.719624e-004,5.700053e-004,7.122651e-004,9.581133e-004
2.348780378813571e-002,4.789228e-003,3.309942e-002,1.800976e-003,7.549629e-003,4.670757e-004,5.636012e-004,7.032201e-004,9.427573e-004
2.368504508753657e-002,4.887713e-003,3.690746e-002,1.688579e-003,8.260638e-003,4.618524e-004,5.567693e-004,6.936032e-004,9.265507e-004
2.390853004069270e-002,5.004961e-003,4.234479e-002,1.688845e-003,9.166328e-003,4.559921e-004,5.491204e-004,6.828763e-004,9.086219e-004
2.416725540074094e-002,5.149108e-003,5.108063e-002,1.790157e-003,1.037666e-002,4.492848e-004,5.403874e-004,6.706814e-004,8.884337e-004
2.449223688534220e-002,5.342301e-003,6.747400e-002,1.998991e-003,1.215141e-002,4.409606e-004,5.295764e-004,6.556518e-004,8.638010e-004
2.473840736767426e-002,5.497595e-003,8.608349e-002,2.193440e-003,1.370048e-002,4.347229e-004,5.214937e-004,6.444596e-004,8.456226e-004
2.485605196104512e-002,5.575805e-003,9.990663e-002,2.296960e-003,1.454155e-002,4.317698e-004,5.176745e-004,6.391890e-004,8.371284e-004
2.498814674220797e-002,5.666665e-003,1.214106e-001,2.419245e-003,1.556923e-002,4.284738e-004,5.134172e-004,6.333264e-004,8.277270e-004
2.501483815317100e-002,5.685438e-003,1.272199e-001,2.444647e-003,1.578918e-002,4.278104e-004,5.125609e-004,6.321488e-004,8.258446e-004
2.506822097509705e-002,5.723672e-003,1.426424e-001,2.496545e-003,1.625041e-002,4.264876e-004,5.108548e-004,6.298052e-004,8.221075e-004
2.513524195798705e-002,5.772165e-003,1.664915e-001,2.562448e-003,1.684549e-002,4.248299e-004,5.087171e-004,6.268707e-004,8.174349e-004
2.514738351190191e-002,5.781045e-003,1.720449e-001,2.574529e-003,1.695645e-002,4.245301e-004,5.083308e-004,6.263406e-004,8.165920e-004
2.517166661973164e-002,5.798966e-003,1.865837e-001,2.598930e-003,1.718390e-002,4.239315e-004,5.075594e-004,6.252829e-004,8.149124e-004
2.520604854657952e-002,5.824468e-003,2.118669e-001,2.633664e-003,1.751036e-002,4.230846e-004,5.064684e-004,6.237873e-004,8.125390e-004
2.521229530678173e-002,5.829126e-003,2.179361e-001,2.640011e-003,1.757055e-002,4.229309e-004,5.062704e-004,6.235159e-004,8.121087e-004
2.522478882718616e-002,5.838477e-003,2.330503e-001,2.652755e-003,1.769218e-002,4.226236e-004,5.058746e-004,6.229738e-004,8.112494e-004
2.522791220728727e-002,5.840819e-003,2.382888e-001,2.655947e-003,1.772274e-002,4.225469e-004,5.057757e-004,6.228383e-004,8.110347e-004
2.523415896748948e-002,5.845513e-003,2.551125e-001,2.662347e-003,1.778425e-002,4.223933e-004,5.055781e-004,6.225675e-004,8.106058e-004
2.524665248789390e-002,5.854926e-003,3.038954e-001,2.675179e-003,1.790812e-002,4.220864e-004,5.051829e-004,6.220263e-004,8.097487e-004
2.526234722677757e-002,5.866792e-003,3.833614e-001,2.691359e-003,1.806526e-002,4.217011e-004,5.046868e-004,6.213469e-004,8.086735e-004
2.527972502522733e-002,5.880002e-003,4.924325e-001,2.709376e-003,1.824193e-002,4.212749e-004,5.041381e-004,6.205959e-004,8.074855e-004
2.531448062212684e-002,5.906620e-003,7.489504e-001,2.745691e-003,1.860285e-002,4.204234e-004,5.030424e-004,6.190966e-004,8.051166e-004
2.535712307374951e-002,5.939605e-003,1.091561e+000,2.790707e-003,1.905845e-002,4.193805e-004,5.017006e-004,6.172619e-004,8.022214e-004
2.540879878879006e-002,5.980097e-003,1.504224e+000,2.845991e-003,1.963159e-002,4.181195e-004,5.000789e-004,6.150459e-004,7.987305e-004
2.546984508050358e-002,6.028734e-003,1.933324e+000,2.912426e-003,2.034267e-002,4.166338e-004,4.981695e-004,6.124392e-004,7.946332e-004
2.555787999867187e-002,6.100318e-003,2.413472e+000,3.010263e-003,2.143295e-002,4.144987e-004,4.954271e-004,6.086996e-004,7.887706e-004
2.565476733497188e-002,6.181111e-003,2.766366e+000,3.120783e-003,2.273015e-002,4.121586e-004,4.924238e-004,6.046102e-004,7.823803e-004
2.577437612969016e-002,6.283063e-003,3.038091e+000,3.260370e-003,2.444408e-002,4.092802e-004,4.887324e-004,5.995898e-004,7.745575e-004
2.578826613485671e-002,6.295119e-003,3.057594e+000,3.276890e-003,2.465479e-002,4.089470e-004,4.883053e-004,5.990095e-004,7.736553e-004
2.581604614518981e-002,6.319590e-003,3.079667e+000,3.310452e-003,2.509674e-002,4.082821e-004,4.874535e-004,5.978532e-004,7.718610e-004
2.587160616585601e-002,6.368908e-003,3.106805e+000,3.378127e-003,2.600339e-002,4.069540e-004,4.857524e-004,5.955448e-004,7.682827e-004
2.588549617102256e-002,6.381334e-003,3.107936e+000,3.395188e-003,2.623604e-002,4.066224e-004,4.853279e-004,5.949688e-004,7.673907e-004
2.588896867231420e-002,6.384457e-003,3.106482e+000,3.399478e-003,2.629526e-002,4.065396e-004,4.852218e-004,5.948250e-004,7.671681e-004
2.589591367489747e-002,6.390715e-003,3.099287e+000,3.408076e-003,2.641444e-002,4.063740e-004,4.850098e-004,5.945376e-004,7.667234e-004
2.590980368006403e-002,6.403274e-003,3.074545e+000,3.425334e-003,2.665557e-002,4.060429e-004,4.845861e-004,5.939631e-004,7.658349e-004
2.593445375805831e-002,6.425674e-003,3.016088e+000,3.456129e-003,2.709092e-002,4.054560e-004,4.838348e-004,5.929450e-004,7.642611e-004
2.596003364059793e-002,6.449107e-003,2.943841e+000,3.488372e-003,2.755570e-002,4.048476e-004,4.830564e-004,5.918905e-004,7.626328e-004
2.601119340567716e-002,6.496581e-003,2.781909e+000,3.553786e-003,2.852898e-002,4.036335e-004,4.815034e-004,5.897881e-004,7.593915e-004
2.609192208625927e-002,6.572723e-003,2.513520e+000,3.658914e-003,3.015840e-002,4.017227e-004,4.790606e-004,5.864838e-004,7.543071e-004
2.616437097501745e-002,6.642410e-003,2.271691e+000,3.755391e-003,3.173095e-002,4.000132e-004,4.768765e-004,5.835325e-004,7.497765e-004
2.623637823167169e-002,6.713192e-003,2.038304e+000,3.853725e-003,3.342872e-002,3.983201e-004,4.747146e-004,5.806145e-004,7.453086e-004
2.631633786299607e-002,6.793554e-003,1.792448e+000,3.965827e-003,3.548738e-002,3.964466e-004,4.723241e-004,5.773915e-004,7.403865e-004
2.640154901577381e-002,6.881227e-003,1.548864e+000,4.088730e-003,3.790464e-002,3.944575e-004,4.697877e-004,5.739759e-004,7.351845e-004
2.648990207001705e-002,6.974466e-003,1.319301e+000,4.220224e-003,4.070199e-002,3.924032e-004,4.671703e-004,5.704555e-004,7.298382e-004
